"initial";"final";"count";"time";"imp";"inum";"n";"w";"type"
8670796;1014099;213;2.61467218399;8.550246080510878;1;4;3;"dvnd"
13437654;7117226;143;2.49184322357;1.8880465507207442;2;4;3;"dvnd"
16801647;6338561;276;2.90983200073;2.650703684953099;3;4;3;"dvnd"
33439101;2003639;607;3.93024682999;16.68918452874994;4;4;3;"dvnd"
83873134;15304633;630;3.82630586624;5.480244707599327;5;4;3;"dvnd"
28536548;3391220;638;4.50542497635;8.414832420190963;6;4;3;"dvnd"
134792339;5623491;1033;6.94773077965;23.96951271016527;7;4;3;"dvnd"
558778;139340;65;2.451171875;4.0101765465767185;0;4;3;"dvnd"
8670796;1014490;172;2.56029486656;8.54695068458043;1;4;3;"dvnd"
13437654;7200972;74;2.39604401588;1.8660889113303036;2;4;3;"dvnd"
16801647;6287093;266;2.92776679993;2.6724031281229657;3;4;3;"dvnd"
33439101;2042449;690;4.06862902641;16.372061676937832;4;4;3;"dvnd"
83873134;15622002;596;4.16266512871;5.368910719637598;5;4;3;"dvnd"
28536548;3409861;661;4.61856007576;8.36883028369778;6;4;3;"dvnd"
134792339;5533959;1097;7.6061809063;24.35730712858552;7;4;3;"dvnd"
558778;140788;54;2.3727312088;3.968932011250959;0;4;3;"dvnd"
8670796;1079577;139;2.59893083572;8.031660548529656;1;4;3;"dvnd"
13437654;7406972;137;2.54902291298;1.8141899280839728;2;4;3;"dvnd"
16801647;6425930;274;2.96972322464;2.614663869665558;3;4;3;"dvnd"
33439101;2007566;639;4.00152683258;16.656538813667893;4;4;3;"dvnd"
83873134;15175188;610;4.18978881836;5.526991428376373;5;4;3;"dvnd"
28536548;3423588;656;4.52860212326;8.335275155772248;6;4;3;"dvnd"
134792339;5629704;1122;7.65170693398;23.943059706158618;7;4;3;"dvnd"
558778;143095;54;2.50231409073;3.904944267794123;0;4;3;"dvnd"
8670796;1032975;77;2.32892489433;8.394003727098914;1;4;3;"dvnd"
13437654;7200972;86;2.48189115524;1.8660889113303036;2;4;3;"dvnd"
16801647;6135327;316;3.05249905586;2.7385088031982647;3;4;3;"dvnd"
33439101;2028307;512;3.58941507339;16.486212885919144;4;4;3;"dvnd"
83873134;15542192;547;3.94951796532;5.396480367762797;5;4;3;"dvnd"
28536548;3441261;653;4.29174089432;8.292468371332486;6;4;3;"dvnd"
134792339;5659202;1292;8.38860702515;23.818259005421613;7;4;3;"dvnd"
558778;151829;72;2.52158308029;3.6803114029599087;0;4;3;"dvnd"
8670796;983473;145;2.38248205185;8.81650640129419;1;4;3;"dvnd"
13437654;7199988;75;2.52531194687;1.8663439439065732;2;4;3;"dvnd"
16801647;6275638;256;2.7651040554;2.677281098750438;3;4;3;"dvnd"
33439101;1978611;678;4.01957702637;16.90029065844676;4;4;3;"dvnd"
83873134;15299513;549;3.9475839138;5.48207867792916;5;4;3;"dvnd"
28536548;3369565;714;4.90551400185;8.46891156573623;6;4;3;"dvnd"
134792339;5681369;1125;7.69534397125;23.725327293474514;7;4;3;"dvnd"
558778;156428;92;2.34620594978;3.572109852456082;0;4;3;"dvnd"
8670796;1030485;95;2.56151986122;8.414286476756091;1;4;3;"dvnd"
13437654;7424563;149;2.5992808342;1.809891572069629;2;4;3;"dvnd"
16801647;5966407;207;2.4410970211;2.8160410444678012;3;4;3;"dvnd"
33439101;1992772;672;4.01983189583;16.7801941215553;4;4;3;"dvnd"
83873134;15217286;528;3.67105412483;5.5117012324011;5;4;3;"dvnd"
28536548;3396730;649;4.54140901566;8.401182313578058;6;4;3;"dvnd"
134792339;5681251;1236;8.18841505051;23.725820070262692;7;4;3;"dvnd"
558778;140771;65;2.48797106743;3.969411313409722;0;4;3;"dvnd"
8670796;1043456;207;2.54701709747;8.309690106722277;1;4;3;"dvnd"
13437654;7200972;55;2.31869697571;1.8660889113303036;2;4;3;"dvnd"
16801647;6121769;283;2.89376616478;2.744573831518308;3;4;3;"dvnd"
33439101;2012751;533;3.75638103485;16.61363030002221;4;4;3;"dvnd"
83873134;15210611;553;3.88479185104;5.514119978480812;5;4;3;"dvnd"
28536548;3516663;596;3.85174393654;8.114666659842015;6;4;3;"dvnd"
134792339;5620398;1285;8.51556515694;23.98270353807684;7;4;3;"dvnd"
558778;143114;68;2.31084108353;3.9044258423354807;0;4;3;"dvnd"
8670796;976385;228;2.6886510849;8.880509225356802;1;4;3;"dvnd"
13437654;7192320;111;2.52678704262;1.8683337226374799;2;4;3;"dvnd"
16801647;6360929;303;2.89411187172;2.6413825716337973;3;4;3;"dvnd"
33439101;2039765;618;3.81382989883;16.39360465543825;4;4;3;"dvnd"
83873134;15353621;591;4.14040398598;5.462759175832202;5;4;3;"dvnd"
28536548;3425347;762;4.8508450985;8.33099478680554;6;4;3;"dvnd"
134792339;5656037;1239;8.05619001389;23.831587204963476;7;4;3;"dvnd"
558778;140788;98;2.44380402565;3.968932011250959;0;4;3;"dvnd"
8670796;963311;171;2.47057008743;9.001034972091048;1;4;3;"dvnd"
13437654;7431093;113;2.27419900894;1.8083011476239095;2;4;3;"dvnd"
16801647;6378051;255;2.89541482925;2.6342917295581363;3;4;3;"dvnd"
33439101;1958544;864;4.4105629921;17.07344894983212;4;4;3;"dvnd"
83873134;15121767;535;3.82956695557;5.546516752969412;5;4;3;"dvnd"
28536548;3412611;782;5.07897806168;8.362086390743041;6;4;3;"dvnd"
134792339;5574621;1121;7.36753511429;24.17964180883328;7;4;3;"dvnd"
558778;142956;47;2.29709720612;3.9087411511234227;0;4;3;"dvnd"
8670796;991839;140;2.47767400742;8.742140609514246;1;4;3;"dvnd"
13437654;7132934;165;2.45094609261;1.8838887335842445;2;4;3;"dvnd"
16801647;6421411;286;2.95462179184;2.6165039116792244;3;4;3;"dvnd"
33439101;2001976;710;4.15242099762;16.70304788868598;4;4;3;"dvnd"
83873134;15354986;505;3.57078289986;5.462273557266675;5;4;3;"dvnd"
28536548;3339108;820;5.26704597473;8.546159034089344;6;4;3;"dvnd"
134792339;5620916;1234;8.14636015892;23.980493392891834;7;4;3;"dvnd"
558778;148785;79;2.35785293579;3.755607084047451;0;4;3;"dvnd"
8670796;1020462;98;2.16056704521;8.496931781879187;1;4;3;"dvnd"
13437654;7199400;57;2.25982904434;1.8664963746978915;2;4;3;"dvnd"
16801647;6256700;309;3.05353713036;2.685384787507792;3;4;3;"dvnd"
33439101;1971179;731;4.20182299614;16.964010371457896;4;4;3;"dvnd"
83873134;15192900;590;4.08410906792;5.520548019140519;5;4;3;"dvnd"
28536548;3415613;660;4.53635597229;8.354736909597193;6;4;3;"dvnd"
134792339;5581961;1225;8.06681394577;24.147846787177482;7;4;3;"dvnd"
558778;145361;59;2.41569304466;3.844070968141386;0;4;3;"dvnd"
8670796;1063057;136;2.54815220833;8.156473265309385;1;4;3;"dvnd"
13437654;7171522;109;2.40929794312;1.873752043150673;2;4;3;"dvnd"
16801647;6268162;263;2.82715201378;2.68047427619133;3;4;3;"dvnd"
33439101;2062821;651;3.96323895454;16.210374530800298;4;4;3;"dvnd"
83873134;15425011;551;3.78264307976;5.437476446532194;5;4;3;"dvnd"
28536548;3363577;646;4.6060731411;8.483988325523692;6;4;3;"dvnd"
134792339;5662506;1376;9.01860308647;23.804361355202097;7;4;3;"dvnd"
558778;141647;70;2.44283103943;3.9448629339131784;0;4;3;"dvnd"
8670796;1033931;108;2.42297792435;8.38624240882612;1;4;3;"dvnd"
13437654;7200972;82;2.4626288414;1.8660889113303036;2;4;3;"dvnd"
16801647;6207752;215;2.78760099411;2.7065589926917184;3;4;3;"dvnd"
33439101;2006344;680;4.14084291458;16.666683779052846;4;4;3;"dvnd"
83873134;15463133;519;3.82656407356;5.424071176261628;5;4;3;"dvnd"
28536548;3440003;528;3.66045713425;8.29550090508642;6;4;3;"dvnd"
134792339;5538965;1307;8.5144238472;24.335293506999953;7;4;3;"dvnd"
558778;147770;73;2.27975296974;3.781403532516749;0;4;3;"dvnd"
8670796;1014565;88;2.45520496368;8.546318865720776;1;4;3;"dvnd"
13437654;7198668;80;2.40646696091;1.866686170274834;2;4;3;"dvnd"
16801647;6301650;227;2.98236203194;2.6662297969579396;3;4;3;"dvnd"
33439101;1998657;632;3.85520100594;16.730785222276758;4;4;3;"dvnd"
83873134;14913641;633;4.34625005722;5.623920677720484;5;4;3;"dvnd"
28536548;3407062;768;5.0429661274;8.37570551988781;6;4;3;"dvnd"
134792339;5518209;1347;8.72201299667;24.4268274362207;7;4;3;"dvnd"
558778;142482;76;2.51250886917;3.921744501059783;0;4;3;"dvnd"
8670796;1084131;157;2.52510809898;7.997922760256833;1;4;3;"dvnd"
13437654;7185874;133;2.30140209198;1.8700096884526503;2;4;3;"dvnd"
16801647;6233474;284;2.82161998749;2.6953905639134774;3;4;3;"dvnd"
33439101;2031092;654;3.94360804558;16.463607261512525;4;4;3;"dvnd"
83873134;15142148;525;3.85230088234;5.539051262740267;5;4;3;"dvnd"
28536548;3500488;770;4.67544984818;8.15216278416038;6;4;3;"dvnd"
134792339;5657221;1165;7.9477660656;23.826599491163595;7;4;3;"dvnd"
558778;138092;57;2.31841993332;4.0464183298091125;0;4;3;"dvnd"
8670796;1022768;155;2.59529900551;8.477774040642649;1;4;3;"dvnd"
13437654;7202568;53;2.5094370842;1.8656754091040861;2;4;3;"dvnd"
16801647;6183632;338;3.1357319355;2.7171162514198777;3;4;3;"dvnd"
33439101;2027356;739;4.08473420143;16.49394630247475;4;4;3;"dvnd"
83873134;15026027;584;3.64051389694;5.581857000523159;5;4;3;"dvnd"
28536548;3408947;717;4.85418987274;8.371074117608751;6;4;3;"dvnd"
134792339;5544105;1161;7.75369596481;24.31273199190852;7;4;3;"dvnd"
558778;140881;44;2.46923804283;3.966311993810379;0;4;3;"dvnd"
8670796;995249;147;2.4193649292;8.712187603303294;1;4;3;"dvnd"
13437654;7199400;54;2.4264421463;1.8664963746978915;2;4;3;"dvnd"
16801647;6222033;363;3.16704297066;2.7003468159040622;3;4;3;"dvnd"
33439101;1983494;617;3.90676999092;16.85868522919656;4;4;3;"dvnd"
83873134;15203966;614;4.17085695267;5.516529963300365;5;4;3;"dvnd"
28536548;3482549;659;4.72452783585;8.194155487833768;6;4;3;"dvnd"
134792339;5615531;1334;8.56384897232;24.003489429583773;7;4;3;"dvnd"
558778;141747;70;2.48151898384;3.9420799029256353;0;4;3;"dvnd"
8670796;1011129;155;2.59300780296;8.575360809550512;1;4;3;"dvnd"
13437654;7192320;134;2.60196805;1.8683337226374799;2;4;3;"dvnd"
16801647;6258191;281;2.61241602898;2.684745000592024;3;4;3;"dvnd"
33439101;1985677;515;3.02920389175;16.840151243127657;4;4;3;"dvnd"
83873134;15029231;575;3.54059696198;5.58066703479373;5;4;3;"dvnd"
28536548;3390925;764;5.04344201088;8.415564484617029;6;4;3;"dvnd"
134792339;5731988;1283;8.63727402687;23.515809698136145;7;4;3;"dvnd"
558778;138215;88;2.37494206429;4.042817349781138;0;4;3;"dvnd"
8670796;1018990;154;2.56402301788;8.509206174741657;1;4;3;"dvnd"
13437654;7410822;114;2.52900505066;1.8132474373288145;2;4;3;"dvnd"
16801647;6181027;382;3.11587285995;2.718261382776681;3;4;3;"dvnd"
33439101;1979246;478;3.07871103287;16.89486855095324;4;4;3;"dvnd"
83873134;15000810;529;3.3954179287;5.591240339688324;5;4;3;"dvnd"
28536548;3495382;585;4.26369285583;8.164071337553377;6;4;3;"dvnd"
134792339;5586777;1137;7.16908717155;24.127030486450415;7;4;3;"dvnd"
558778;140446;69;2.35753202438;3.978596756048588;0;4;3;"dvnd"
8670796;994309;175;2.63220620155;8.72042393260043;1;4;3;"dvnd"
13437654;7199400;111;2.42638492584;1.8664963746978915;2;4;3;"dvnd"
16801647;6454230;292;2.9955060482;2.6031992972050886;3;4;3;"dvnd"
33439101;1948128;648;3.98935484886;17.164735068742917;4;4;3;"dvnd"
83873134;15478517;500;3.77838397026;5.418680226277491;5;4;3;"dvnd"
28536548;3410106;666;4.57654213905;8.368229022792839;6;4;3;"dvnd"
134792339;5608282;1278;8.02537512779;24.034515204477948;7;4;3;"dvnd"
558778;157975;58;2.42862796783;3.53712929260959;0;4;3;"dvnd"
8670796;975426;162;2.56310892105;8.889240188389483;1;4;3;"dvnd"
13437654;7199400;56;2.39446496964;1.8664963746978915;2;4;3;"dvnd"
16801647;6361886;254;2.77073097229;2.6409852361390946;3;4;3;"dvnd"
33439101;1979765;603;3.35243105888;16.890439521862444;4;4;3;"dvnd"
83873134;15339200;525;3.86674308777;5.467894935850631;5;4;3;"dvnd"
28536548;3356557;739;5.0058119297;8.501731983100541;6;4;3;"dvnd"
134792339;5709335;1214;7.8991458416;23.609113670856587;7;4;3;"dvnd"
558778;138159;107;2.41198897362;4.044456025304179;0;4;3;"dvnd"
8670796;1032081;108;2.38891887665;8.40127470615194;1;4;3;"dvnd"
13437654;7199400;101;2.19524097443;1.8664963746978915;2;4;3;"dvnd"
16801647;6321922;266;2.96038889885;2.6576802118090037;3;4;3;"dvnd"
33439101;2043938;545;3.72973799706;16.360134700759026;4;4;3;"dvnd"
83873134;15361224;443;2.99448084831;5.460055396627248;5;4;3;"dvnd"
28536548;3406780;716;4.61750984192;8.376398828219022;6;4;3;"dvnd"
134792339;5593969;1211;8.06697297096;24.096011079074625;7;4;3;"dvnd"
558778;140654;55;2.41204690933;3.972713182703656;0;4;3;"dvnd"
8670796;1042897;122;2.53038406372;8.314144158052041;1;4;3;"dvnd"
13437654;7199988;78;2.43132090569;1.8663439439065732;2;4;3;"dvnd"
16801647;6447150;262;2.86488199234;2.606058025639236;3;4;3;"dvnd"
33439101;1990311;568;3.73094511032;16.800942666749066;4;4;3;"dvnd"
83873134;15167067;688;4.39303088188;5.5299507808596085;5;4;3;"dvnd"
28536548;3410450;650;4.54305696487;8.367384949200252;6;4;3;"dvnd"
134792339;5637592;1214;8.08559608459;23.909559081253132;7;4;3;"dvnd"
558778;145611;45;2.29164195061;3.8374710701801376;0;4;3;"dvnd"
8670796;1031464;186;2.47823190689;8.406300171406855;1;4;3;"dvnd"
13437654;7410095;111;2.40693211555;1.8134253339532085;2;4;3;"dvnd"
16801647;6009538;264;2.86031198502;2.795830062144544;3;4;3;"dvnd"
33439101;1985401;619;3.7545800209;16.84249227234196;4;4;3;"dvnd"
83873134;15207677;620;4.00962996483;5.515183811439446;5;4;3;"dvnd"
28536548;3404702;681;4.62918400764;8.381511215959575;6;4;3;"dvnd"
134792339;5571090;1226;7.84972214699;24.19496705312605;7;4;3;"dvnd"
558778;144741;104;2.37794995308;3.8605370972979323;0;4;3;"dvnd"
8670796;1012714;180;2.65026092529;8.561939501181973;1;4;3;"dvnd"
13437654;7400693;117;2.36437106133;1.8157291486081102;2;4;3;"dvnd"
16801647;6176707;346;3.15430688858;2.720162539683362;3;4;3;"dvnd"
33439101;1971670;737;4.27798318863;16.95978586680327;4;4;3;"dvnd"
83873134;15092964;515;3.89644098282;5.557101573951942;5;4;3;"dvnd"
28536548;3379204;815;5.20122504234;8.444754445129682;6;4;3;"dvnd"
134792339;5519452;1220;7.99344396591;24.421326428783146;7;4;3;"dvnd"
558778;144586;97;2.3525891304;3.8646756947422296;0;4;3;"dvnd"
8670796;1040308;170;2.63599801064;8.334835452577506;1;4;3;"dvnd"
13437654;7192320;113;2.42400097847;1.8683337226374799;2;4;3;"dvnd"
16801647;5999090;315;3.1063978672;2.8006992727230298;3;4;3;"dvnd"
33439101;2048508;468;3.42083597183;16.32363700800778;4;4;3;"dvnd"
83873134;15308399;546;3.77868700027;5.478896519485806;5;4;3;"dvnd"
28536548;3399384;634;4.08845806122;8.39462326115555;6;4;3;"dvnd"
134792339;5573396;1170;7.7079539299;24.184956353361578;7;4;3;"dvnd"
558778;140446;83;2.33090591431;3.978596756048588;0;4;3;"dvnd"
8670796;1028944;155;2.50345802307;8.426888149403661;1;4;3;"dvnd"
13437654;7193052;96;2.40070605278;1.8681435918995164;2;4;3;"dvnd"
16801647;6092104;303;2.72451400757;2.75793830834142;3;4;3;"dvnd"
33439101;1989412;572;3.64467096329;16.80853488367417;4;4;3;"dvnd"
83873134;15225258;637;4.35470485687;5.50881528575739;5;4;3;"dvnd"
28536548;3401866;647;4.03297710419;8.388498547561838;6;4;3;"dvnd"
134792339;5494433;1173;7.88610696793;24.532529380192642;7;4;3;"dvnd"
558778;144565;87;2.48293590546;3.865237090582091;0;4;3;"dvnd"
8670796;1020437;108;2.37117910385;8.49713995082499;1;4;3;"dvnd"
13437654;7410866;123;2.56115794182;1.8132366716656325;2;4;3;"dvnd"
16801647;6258599;293;2.71444606781;2.684569981237015;3;4;3;"dvnd"
33439101;2029301;585;3.68301296234;16.478137545884024;4;4;3;"dvnd"
83873134;15531965;620;4.15011882782;5.400033672494112;5;4;3;"dvnd"
28536548;3467371;579;3.90578889847;8.230024419077163;6;4;3;"dvnd"
134792339;5590248;1252;7.93431711197;24.11204994841016;7;4;3;"dvnd"
558778;147148;83;2.3566300869;3.7973876641204773;0;4;3;"dvnd"
8670796;1039937;166;2.76819992065;8.337808924963724;1;4;3;"dvnd"
13437654;7198322;100;2.50124907494;1.866775895826833;2;4;3;"dvnd"
16801647;6107793;306;2.98046898842;2.750854031890079;3;4;3;"dvnd"
33439101;2024184;713;4.21790480614;16.519793161096025;4;4;3;"dvnd"
83873134;15271264;543;3.96221590042;5.492219504554436;5;4;3;"dvnd"
28536548;3460671;651;4.60018396378;8.245958081539678;6;4;3;"dvnd"
134792339;5670926;1097;7.17538690567;23.769017440890607;7;4;3;"dvnd"
558778;140859;89;2.45314192772;3.9669314704775696;0;4;3;"dvnd"
8670796;1005921;128;2.55836200714;8.619758410451716;1;4;3;"dvnd"
13437654;7195704;89;2.62787103653;1.8674550815319808;2;4;3;"dvnd"
16801647;6247769;219;2.73738384247;2.6892234652081406;3;4;3;"dvnd"
33439101;1994890;716;4.06729197502;16.762378376752604;4;4;3;"dvnd"
83873134;15279866;601;4.05116987228;5.489127587899004;5;4;3;"dvnd"
28536548;3455967;684;4.62537097931;8.257181853877656;6;4;3;"dvnd"
134792339;5514421;1306;8.60883021355;24.443606862805723;7;4;3;"dvnd"
558778;148099;80;2.47538805008;3.7730031938095463;0;4;3;"dvnd"
8670796;1025411;101;2.44484996796;8.455922552030357;1;4;3;"dvnd"
13437654;7228090;150;2.58923506737;1.8590878088125633;2;4;3;"dvnd"
16801647;6074560;318;3.12728190422;2.7659035386925144;3;4;3;"dvnd"
33439101;1999286;703;3.70069694519;16.72552151117949;4;4;3;"dvnd"
83873134;15455417;545;3.99238491058;5.426779102757305;5;4;3;"dvnd"
28536548;3476000;606;4.25694108009;8.209593785960875;6;4;3;"dvnd"
134792339;5608608;1362;8.52015113831;24.033118199738688;7;4;3;"dvnd"
558778;143466;81;2.4313120842;3.8948461656420337;0;4;3;"dvnd"
8670796;1009225;142;2.41150903702;8.591539052243057;1;4;3;"dvnd"
13437654;7200972;60;2.44898509979;1.8660889113303036;2;4;3;"dvnd"
16801647;6180744;286;2.98348093033;2.718385844810916;3;4;3;"dvnd"
33439101;2027446;641;3.98573112488;16.49321412259562;4;4;3;"dvnd"
83873134;15499999;397;3.01429009438;5.411170284591631;5;4;3;"dvnd"
28536548;3429600;791;4.62488889694;8.32066363424306;6;4;3;"dvnd"
134792339;5593570;1124;7.26843714714;24.097729893431207;7;4;3;"dvnd"
558778;142803;65;2.42158889771;3.9129290000910344;0;4;3;"dvnd"
8670796;1000081;118;2.32565402985;8.670093722408485;1;4;3;"dvnd"
13437654;7174850;124;2.5930390358;1.8728829174129076;2;4;3;"dvnd"
16801647;6412715;282;2.79426407814;2.6200520372416363;3;4;3;"dvnd"
33439101;2059287;640;3.75980186462;16.23819360778755;4;4;3;"dvnd"
83873134;15112596;573;3.98953509331;5.549882627710024;5;4;3;"dvnd"
28536548;3415915;746;4.94795703888;8.353998269863272;6;4;3;"dvnd"
134792339;5521169;1036;7.36218500137;24.413731765863353;7;4;3;"dvnd"
558778;140069;47;2.36370992661;3.9893052709735914;0;4;3;"dvnd"
8670796;1006248;156;1.68363499641;8.616957251095158;1;4;3;"dvnd"
13437654;7200240;78;2.25737714767;1.866278624045865;2;4;3;"dvnd"
16801647;6436880;259;2.92581701279;2.61021597419868;3;4;3;"dvnd"
33439101;2005456;670;4.00272512436;16.67406365435093;4;4;3;"dvnd"
83873134;15212928;659;3.87030696869;5.513280152249455;5;4;3;"dvnd"
28536548;3424270;635;4.52334117889;8.333615047878817;6;4;3;"dvnd"
134792339;5523649;1150;7.51810503006;24.40277052361582;7;4;3;"dvnd"
558778;143822;71;2.26973104477;3.885205323246791;0;4;3;"dvnd"
8670796;1053047;79;2.47191596031;8.234006649275864;1;4;3;"dvnd"
13437654;7201887;82;2.36131906509;1.8658518246676183;2;4;3;"dvnd"
16801647;6425332;255;2.80356287956;2.6149072141330594;3;4;3;"dvnd"
33439101;1967726;714;4.28646707535;16.993779113555444;4;4;3;"dvnd"
83873134;14994011;588;3.95836901665;5.593775674834439;5;4;3;"dvnd"
28536548;3435126;670;4.51299095154;8.307278393863864;6;4;3;"dvnd"
134792339;5557202;1188;7.89142799377;24.255432679970962;7;4;3;"dvnd"
558778;137676;105;2.28570890427;4.058644934483861;0;4;3;"dvnd"
8670796;1008665;120;2.50846815109;8.596308982665207;1;4;3;"dvnd"
13437654;7413925;161;2.66030216217;1.8124885266576072;2;4;3;"dvnd"
16801647;6191128;229;2.50829696655;2.71382646264138;3;4;3;"dvnd"
33439101;2022999;708;4.11205387115;16.52946986132964;4;4;3;"dvnd"
83873134;15120149;622;4.17897319794;5.5471102831063375;5;4;3;"dvnd"
28536548;3406068;679;4.71232914925;8.37814981967477;6;4;3;"dvnd"
134792339;5670783;1319;8.57822608948;23.769616823637936;7;4;3;"dvnd"
558778;134550;72;2.40984416008;4.152939427722036;0;4;3;"dvnd"
8670796;1011215;87;2.45519781113;8.574631507641797;1;4;3;"dvnd"
13437654;7199400;85;2.32117486;1.8664963746978915;2;4;3;"dvnd"
16801647;6207363;348;2.89088201523;2.7067286060119247;3;4;3;"dvnd"
33439101;1987176;733;4.15471410751;16.82744809719924;4;4;3;"dvnd"
83873134;15032618;618;4.2189040184;5.579409654392868;5;4;3;"dvnd"
28536548;3403858;750;4.93931794167;8.383589444683063;6;4;3;"dvnd"
134792339;5526672;1386;8.68057918549;24.389422603693507;7;4;3;"dvnd"
558778;140182;75;2.49727392197;3.9860895122055613;0;4;3;"dvnd"
8670796;968598;138;2.42266082764;8.95190367933859;1;4;3;"dvnd"
13437654;7417305;111;2.41120195389;1.8116625917364866;2;4;3;"dvnd"
16801647;6072621;270;2.78658890724;2.766786697210315;3;4;3;"dvnd"
33439101;2019260;651;4.01469993591;16.56007695888593;4;4;3;"dvnd"
83873134;15321862;445;3.63731694221;5.474082327591777;5;4;3;"dvnd"
28536548;3368697;827;5.14943599701;8.471093719619189;6;4;3;"dvnd"
134792339;5623106;1136;7.30904483795;23.97115384273389;7;4;3;"dvnd"
558778;142043;57;2.28637194633;3.9338650971888796;0;4;3;"dvnd"
8670796;1040703;83;2.42911291122;8.331671956360267;1;4;3;"dvnd"
13437654;7199400;70;2.3874270916;1.8664963746978915;2;4;3;"dvnd"
16801647;6183365;314;3.0152220726;2.7172335775099805;3;4;3;"dvnd"
33439101;1970761;682;4.04875612259;16.967608451760512;4;4;3;"dvnd"
83873134;15446797;566;3.3331720829;5.4298074869502075;5;4;3;"dvnd"
28536548;3403612;656;4.591381073;8.384195378321618;6;4;3;"dvnd"
134792339;5561058;1233;7.57150697708;24.23861412702403;7;4;3;"dvnd"
558778;146444;58;2.45063209534;3.815642839583732;0;4;3;"dvnd"
8670796;988925;103;2.34795188904;8.767900498015521;1;4;3;"dvnd"
13437654;7200972;64;2.53271603584;1.8660889113303036;2;4;3;"dvnd"
16801647;5941993;322;3.04820990562;2.827611375509867;3;4;3;"dvnd"
33439101;2007621;561;3.55071592331;16.656082497642732;4;4;3;"dvnd"
83873134;15055127;530;3.50164294243;5.571067849510668;5;4;3;"dvnd"
28536548;3404754;604;4.21012711525;8.381383207127445;6;4;3;"dvnd"
134792339;5679965;1288;8.3413670063;23.73119182952712;7;4;3;"dvnd"
558778;138092;61;2.30978894234;4.0464183298091125;0;4;3;"dvnd"
8670796;1039868;170;2.25527715683;8.338362176737817;1;4;3;"dvnd"
13437654;7194624;69;2.27907299995;1.8677354091054654;2;4;3;"dvnd"
16801647;6157888;279;2.94351005554;2.728475574742509;3;4;3;"dvnd"
33439101;1999916;649;4.00817203522;16.720252750615526;4;4;3;"dvnd"
83873134;15145482;466;3.23771595955;5.537831942225411;5;4;3;"dvnd"
28536548;3405029;677;4.71953606606;8.380706302354547;6;4;3;"dvnd"
134792339;5577308;1171;7.72398114204;24.167992694683527;7;4;3;"dvnd"
558778;155234;55;2.44511890411;3.5995851424301377;0;4;3;"dvnd"
8670796;1041214;98;2.46011400223;8.327582994466075;1;4;3;"dvnd"
13437654;7200972;80;2.39692902565;1.8660889113303036;2;4;3;"dvnd"
16801647;6524513;232;2.73465299606;2.57515725694776;3;4;3;"dvnd"
33439101;2021632;659;4.00654411316;16.540646863524124;4;4;3;"dvnd"
83873134;15190378;493;3.50197887421;5.52146457448261;5;4;3;"dvnd"
28536548;3395404;627;4.08353686333;8.404463209679909;6;4;3;"dvnd"
134792339;5670226;1157;7.40627217293;23.771951770529075;7;4;3;"dvnd"
558778;152716;127;2.53538584709;3.658935540480369;0;4;3;"dvnd"
8670796;1024225;117;2.37482404709;8.465714076496864;1;4;3;"dvnd"
13437654;7207922;118;2.47645688057;1.8642895969185016;2;4;3;"dvnd"
16801647;6349149;291;2.81422114372;2.6462833050539527;3;4;3;"dvnd"
33439101;1993563;654;4.10355901718;16.7735361260216;4;4;3;"dvnd"
83873134;15052663;576;4.17061495781;5.5719797885596725;5;4;3;"dvnd"
28536548;3417728;671;4.597468853;8.349566729710498;6;4;3;"dvnd"
134792339;5573813;1389;8.86815500259;24.18314697676438;7;4;3;"dvnd"
558778;156190;50;2.46878385544;3.577552980344452;0;4;3;"dvnd"
8670796;995085;117;2.52877616882;8.713623459302472;1;4;3;"dvnd"
13437654;7199400;67;2.4672498703;1.8664963746978915;2;4;3;"dvnd"
16801647;6248362;324;2.90789699554;2.6889682447975964;3;4;3;"dvnd"
33439101;2030556;642;4.01449799538;16.467953112349523;4;4;3;"dvnd"
83873134;15214565;368;2.88746500015;5.512686954901438;5;4;3;"dvnd"
28536548;3450716;687;4.81616783142;8.269746916292155;6;4;3;"dvnd"
134792339;5539021;1350;8.62593817711;24.33504747499603;7;4;3;"dvnd"
558778;139425;49;2.40554904938;4.0077317554240635;0;4;3;"dvnd"
8670796;1007570;125;2.47262501717;8.605651220262612;1;4;3;"dvnd"
13437654;7199400;81;2.49781394005;1.8664963746978915;2;4;3;"dvnd"
16801647;6196658;345;3.07563185692;2.7114045990596867;3;4;3;"dvnd"
33439101;2061520;630;3.44709706306;16.22060469944507;4;4;3;"dvnd"
83873134;15176908;546;3.867882967;5.526365054067666;5;4;3;"dvnd"
28536548;3406710;629;4.82129788399;8.376570943813826;6;4;3;"dvnd"
134792339;5596164;1155;7.55203413963;24.086559829197284;7;4;3;"dvnd"
558778;146077;73;2.47921204567;3.825229159963581;0;4;3;"dvnd"
8670796;1024150;100;2.36390304565;8.46633403310062;1;4;3;"dvnd"
13437654;7199400;95;2.55832791328;1.8664963746978915;2;4;3;"dvnd"
16801647;6443900;260;2.8629360199;2.607372398702649;3;4;3;"dvnd"
33439101;2048079;565;3.78811788559;16.327056231717624;4;4;3;"dvnd"
83873134;15370228;421;3.47930812836;5.456856853392155;5;4;3;"dvnd"
28536548;3457331;803;5.25066804886;8.253924197596353;6;4;3;"dvnd"
